No,ENZY_ACC_ID,ENZYME,KIN_ORGANISM,GENE,E3_Alias,E3_PN,,,SUB_ACC_ID,SUBSTRATE,SUB_ORGANISM,SUB_GENE,SUB_Alias,SUB_PN,E3_ORGANISM,SUB_ORGANISM,PMID
2601,P46935,NEDD4,MOUSE,Nedd4,Nedd4~~Kiaa0093~~Nedd-4~~Nedd4-1~~Nedd4a,E3 ubiquitin-protein ligase NEDD4 ~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,,,Q91ZP6,NFIP2,MOUSE,Ndfip2,Ndfip2~~Kiaa1165~~N4wbp5A,NEDD4 family-interacting protein 2 ~~NEDD4 WW domain-binding protein 5A~~Fragment,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2602,P46935,NEDD4,MOUSE,Nedd4,Nedd4~~Kiaa0093~~Nedd-4~~Nedd4-1~~Nedd4a,E3 ubiquitin-protein ligase NEDD4 ~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,,,P46935,NEDD4,MOUSE,Nedd4,Nedd4~~Kiaa0093~~Nedd-4~~Nedd4-1~~Nedd4a,E3 ubiquitin-protein ligase NEDD4 ~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2603,P46935,NEDD4,MOUSE,Nedd4,Nedd4~~Kiaa0093~~Nedd-4~~Nedd4-1~~Nedd4a,E3 ubiquitin-protein ligase NEDD4 ~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,,,O08586,PTEN,MOUSE,Pten,Pten~~Mmac1,Phosphatidylinositol 3,,,
2604,P46935,NEDD4,MOUSE,Nedd4,Nedd4~~Kiaa0093~~Nedd-4~~Nedd4-1~~Nedd4a,E3 ubiquitin-protein ligase NEDD4 ~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,,,P48025,KSYK,MOUSE,Syk,Syk~~ptk72~~Sykb,Tyrosine-protein kinase SYK ~~Spleen tyrosine kinase,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2605,Q8CFI0,NED4L,MOUSE,Nedd4l,Nedd4l~~Kiaa0439~~Nedd4b,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,,,Q9WVD4,CLCN5,MOUSE,Clcn5,Clcn5~~Clc5,H~~+/Cl- exchange transporter 5~~Chloride channel protein 5~~ClC-5~~Chloride transporter ClC-5,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2606,Q8CFI0,NED4L,MOUSE,Nedd4l,Nedd4l~~Kiaa0439~~Nedd4b,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,,,Q91ZP6,NFIP2,MOUSE,Ndfip2,Ndfip2~~Kiaa1165~~N4wbp5A,NEDD4 family-interacting protein 2 ~~NEDD4 WW domain-binding protein 5A~~Fragment,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2607,Q8CFI0,NED4L,MOUSE,Nedd4l,Nedd4l~~Kiaa0439~~Nedd4b,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,,,Q6QIY3,SCNAA,MOUSE,Scn10a,Scn10a~~Sns,Sodium channel protein type 10 subunit alpha ~~Peripheral nerve sodium channel 3~~PN3~~Sensory neuron sodium channel~~Sodium channel protein type X subunit alpha~~Voltage-gated sodium channel subunit alpha Nav1.8,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2608,Q8CFI0,NED4L,MOUSE,Nedd4l,Nedd4l~~Kiaa0439~~Nedd4b,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,,,Q9JJV9,SCN5A,MOUSE,Scn5a,Scn5a,Sodium channel protein type 5 subunit alpha ~~Sodium channel protein cardiac muscle subunit alpha~~Sodium channel protein type V subunit alpha~~Voltage-gated sodium channel subunit alpha Nav1.5~~mH1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2609,Q8CFI0,NED4L,MOUSE,Nedd4l,Nedd4l~~Kiaa0439~~Nedd4b,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,,,Q9WTU3,SCN8A,MOUSE,Scn8a,Scn8a~~Nbna1,Sodium channel protein type 8 subunit alpha ~~Sodium channel protein type VIII subunit alpha~~Voltage-gated sodium channel subunit alpha Nav1.6,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2610,Q8CFI0,NED4L,MOUSE,Nedd4l,Nedd4l~~Kiaa0439~~Nedd4b,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,,,Q62205,SCN9A,MOUSE,Scn9a,Scn9a~~Kiaa4197,Sodium channel protein type 9 subunit alpha ~~Peripheral sodium channel 1~~PN1~~Sodium channel protein type IX subunit alpha~~Voltage-gated sodium channel subunit alpha Nav1.7,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2611,Q8CFI0,NED4L,MOUSE,Nedd4l,Nedd4l~~Kiaa0439~~Nedd4b,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,,,Q61180,SCNNA,MOUSE,Scnn1a,Scnn1a,Amiloride-sensitive sodium channel subunit alpha ~~Alpha-NaCH~~Epithelial Na+ channel subunit alpha~~Alpha-ENaC~~Nonvoltage-gated sodium channel 1 subunit alpha~~SCNEA,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2612,Q8CFI0,NED4L,MOUSE,Nedd4l,Nedd4l~~Kiaa0439~~Nedd4b,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,,,Q9WU39,SCNNG,MOUSE,Scnn1g,Scnn1g,Amiloride-sensitive sodium channel subunit gamma ~~Epithelial Na+ channel subunit gamma~~Gamma-ENaC~~Gamma-NaCH~~Nonvoltage-gated sodium channel 1 subunit gamma~~SCNEG,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2613,Q8CFI0,NED4L,MOUSE,Nedd4l,Nedd4l~~Kiaa0439~~Nedd4b,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,,,Q9WVC6,SGK1,MOUSE,Sgk1,Sgk1~~Sgk,Serine/threonine-protein kinase Sgk1 ~~Serum/glucocorticoid-regulated kinase 1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2614,Q8CFI0,NED4L,MOUSE,Nedd4l,Nedd4l~~Kiaa0439~~Nedd4b,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,,,Q8CFE6,S38A2,MOUSE,Slc38a2,Slc38a2~~Ata2~~Kiaa1382~~Sat2~~Snat2,Sodium-coupled neutral amino acid transporter 2 ~~Amino acid transporter A2~~Solute carrier family 38 member 2~~System A amino acid transporter 2~~System A transporter 1~~System N amino acid transporter 2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2615,Q8CFI0,NED4L,MOUSE,Nedd4l,Nedd4l~~Kiaa0439~~Nedd4b,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,,,Q62432,SMAD2,MOUSE,Smad2,Smad2~~Madh2~~Madr2,Mothers against decapentaplegic homolog 2 ~~MAD homolog 2~~Mothers against DPP homolog 2~~Mad-related protein 2~~mMad2~~SMAD family member 2~~SMAD 2~~Smad2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2616,Q923S6,NEUL1,MOUSE,Neurl1,Neurl1~~Neurl~~Neurl1a,E3 ubiquitin-protein ligase NEURL1 ~~Neuralized-like protein 1A~~m-neu1~~m-neuralized 1~~Neuralized1~~RING-type E3 ubiquitin transferase NEURL1,,,Q9QXX0,JAG1,MOUSE,Jag1,Jag1,Protein jagged-1 ~~Jagged1~~CD antigen CD339,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2617,Q0MW30,NEU1B,MOUSE,Neurl1b,Neurl1b~~Neurl2~~Neurl3,E3 ubiquitin-protein ligase NEURL1B ~~Neuralized-2~~NEUR2~~Neuralized-like protein 1B~~Neuralized-like protein 2~~Neuralized-like protein 3~~RING-type E3 ubiquitin transferase NEURL1B,,,Q61483,DLL1,MOUSE,Dll1,Dll1,Delta-like protein 1 ~~Drosophila Delta homolog 1~~Delta1 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2618,Q0MW30,NEU1B,MOUSE,Neurl1b,Neurl1b~~Neurl2~~Neurl3,E3 ubiquitin-protein ligase NEURL1B ~~Neuralized-2~~NEUR2~~Neuralized-like protein 1B~~Neuralized-like protein 2~~Neuralized-like protein 3~~RING-type E3 ubiquitin transferase NEURL1B,,,O88516,DLL3,MOUSE,Dll3,Dll3,Delta-like protein 3 ~~Drosophila Delta homolog 3~~Delta3~~M-Delta-3,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2619,Q0MW30,NEU1B,MOUSE,Neurl1b,Neurl1b~~Neurl2~~Neurl3,E3 ubiquitin-protein ligase NEURL1B ~~Neuralized-2~~NEUR2~~Neuralized-like protein 1B~~Neuralized-like protein 2~~Neuralized-like protein 3~~RING-type E3 ubiquitin transferase NEURL1B,,,Q9JI71,DLL4,MOUSE,Dll4,Dll4,Delta-like protein 4 ~~Drosophila Delta homolog 4~~Delta4,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2620,Q9D0S4,NEUL2,MOUSE,Neurl2,Neurl2~~Ozz,Neuralized-like protein 2,,,Q02248,CTNB1,MOUSE,Ctnnb1,Ctnnb1~~Catnb,Catenin beta-1 ~~Beta-catenin,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2621,Q8BR37,NHLC1,MOUSE,Nhlrc1,Nhlrc1~~Epm2b,E3 ubiquitin-protein ligase NHLRC1 ~~Malin~~NHL repeat-containing protein 1~~RING-type E3 ubiquitin transferase NHLRC1,,,Q9WUA5,EPM2A,MOUSE,Epm2a,Epm2a,Laforin ~~  ~~Glucan phosphatase~~Lafora PTPase~~LAFPTPase,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2622,Q8BR37,NHLC1,MOUSE,Nhlrc1,Nhlrc1~~Epm2b,E3 ubiquitin-protein ligase NHLRC1 ~~Malin~~NHL repeat-containing protein 1~~RING-type E3 ubiquitin transferase NHLRC1,,,Q7TMB3,PPR3C,MOUSE,Ppp1r3c,Ppp1r3c~~Ppp1r5,Protein phosphatase 1 regulatory subunit 3C ~~Protein phosphatase 1 regulatory subunit 5~~PP1 subunit R5~~Protein targeting to glycogen~~PTG,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2623,Q9D6T0,NOSIP,MOUSE,Nosip,Nosip,Nitric oxide synthase-interacting protein ~~E3 ubiquitin-protein ligase NOSIP ~~RING-type E3 ubiquitin transferase NOSIP,,,P14753,EPOR,MOUSE,Epor,Epor,Erythropoietin receptor ~~EPO-R,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2624,Q9WVS6,PRKN,MOUSE,Prkn,Prkn~~Park2,E3 ubiquitin-protein ligase parkin ~~Parkin RBR E3 ubiquitin-protein ligase,,,Q8R010,AIMP2,MOUSE,Aimp2,Aimp2~~Jtv1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 ~~Multisynthase complex auxiliary component p38~~Protein JTV-1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2625,Q9WVS6,PRKN,MOUSE,Prkn,Prkn~~Park2,E3 ubiquitin-protein ligase parkin ~~Parkin RBR E3 ubiquitin-protein ligase,,,Q9QY42,GPR37,MOUSE,Gpr37,Gpr37,Prosaposin receptor GPR37 ~~G-protein coupled receptor 37,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2626,Q9WVS6,PRKN,MOUSE,Prkn,Prkn~~Park2,E3 ubiquitin-protein ligase parkin ~~Parkin RBR E3 ubiquitin-protein ligase,,,Q9WVS6,PRKN,MOUSE,Prkn,Prkn~~Park2,E3 ubiquitin-protein ligase parkin ~~Parkin RBR E3 ubiquitin-protein ligase,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2627,Q9WVS6,PRKN,MOUSE,Prkn,Prkn~~Park2,E3 ubiquitin-protein ligase parkin ~~Parkin RBR E3 ubiquitin-protein ligase,,,Q9ERU9,RBP2,MOUSE,Ranbp2,Ranbp2,E3 SUMO-protein ligase RanBP2 ~~Ran-binding protein 2~~RanBP2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2628,Q6NZQ4,PAXI1,MOUSE,Paxip1,Paxip1~~Ptip,PAX-interacting protein 1 ~~PAX transactivation activation domain-interacting protein,,,P17918,PCNA,MOUSE,Pcna,Pcna,Proliferating cell nuclear antigen ~~PCNA~~Cyclin,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2629,Q8R1G6,PDLI2,MOUSE,Pdlim2,Pdlim2,PDZ and LIM domain protein 2 ~~PDZ-LIM protein mystique,,,Q04207,TF65,MOUSE,Rela,Rela~~Nfkb3,Transcription factor p65 ~~Nuclear factor NF-kappa-B p65 subunit~~Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2630,Q8R1G6,PDLI2,MOUSE,Pdlim2,Pdlim2,PDZ and LIM domain protein 2 ~~PDZ-LIM protein mystique,,,P42225,STAT1,MOUSE,Stat1,Stat1,Signal transducer and activator of transcription 1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2631,Q69ZS0,PZRN3,MOUSE,Pdzrn3,Pdzrn3~~Kiaa1095~~Semcap3,E3 ubiquitin-protein ligase PDZRN3 ~~PDZ domain-containing RING finger protein 3~~RING-type E3 ubiquitin transferase PDZRN3~~Semaphorin cytoplasmic domain-associated protein 3~~Protein SEMACAP3,,,Q61006,MUSK,MOUSE,Musk,Musk~~Nsk2,Muscle,,,
2632,Q8C669,PELI1,MOUSE,Peli1,Peli1,E3 ubiquitin-protein ligase pellino homolog 1 ~~Pellino-1 ~~RING-type E3 ubiquitin transferase pellino homolog 1,,,Q62406,IRAK1,MOUSE,Irak1,Irak1~~Il1rak,Interleukin-1 receptor-associated kinase 1 ~~IRAK~~IRAK-1 ~~Pelle-like protein kinase~~mPLK,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2633,Q8C669,PELI1,MOUSE,Peli1,Peli1,E3 ubiquitin-protein ligase pellino homolog 1 ~~Pellino-1 ~~RING-type E3 ubiquitin transferase pellino homolog 1,,,Q62172,RBP1,MOUSE,Ralbp1,Ralbp1~~Rip1,RalA-binding protein 1 ~~RalBP1~~Dinitrophenyl S-glutathione ATPase~~DNP-SG ATPase~~Ral-interacting protein 1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2634,O55176,PJA1,MOUSE,Pja1,Pja1,E3 ubiquitin-protein ligase Praja-1 ~~Praja1 ~~RING-type E3 ubiquitin transferase Praja-1,,,Q9QYH6,MAGD1,MOUSE,Maged1,Maged1~~Nrage,Melanoma-associated antigen D1 ~~Dlxin-1~~MAGE-D1 antigen~~Neurotrophin receptor-interacting MAGE homolog,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2635,Q9QXK2,RAD18,MOUSE,Rad18,Rad18~~Rad18sc,E3 ubiquitin-protein ligase RAD18 ~~Postreplication repair protein RAD18~~mRAD18Sc~~RING-type E3 ubiquitin transferase RAD18,,,P17918,PCNA,MOUSE,Pcna,Pcna,Proliferating cell nuclear antigen ~~PCNA~~Cyclin,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2636,P15919,RAG1,MOUSE,Rag1,Rag1,V~~DJ recombination-activating protein 1~~RAG-1 [Includes: Endonuclease RAG1 ; E3 ubiquitin-protein ligase RAG1 ~~RING-type E3 ubiquitin transferase RAG1],,,Q60960,IMA5,MOUSE,Kpna1,Kpna1~~Rch2,Importin subunit alpha-5 ~~Importin alpha-S1~~Karyopherin subunit alpha-1~~Nucleoprotein interactor 1~~NPI-1~~RAG cohort protein 2~~SRP1-beta,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2637,P15919,RAG1,MOUSE,Rag1,Rag1,V~~DJ recombination-activating protein 1~~RAG-1 [Includes: Endonuclease RAG1 ; E3 ubiquitin-protein ligase RAG1 ~~RING-type E3 ubiquitin transferase RAG1],,,P15919,RAG1,MOUSE,Rag1,Rag1,V~~DJ recombination-activating protein 1~~RAG-1 [Includes: Endonuclease RAG1 ; E3 ubiquitin-protein ligase RAG1 ~~RING-type E3 ubiquitin transferase RAG1],Mus musculus (Mouse),Mus musculus (Mouse),22199232
2638,Q4VGL6,RC3H1,MOUSE,Rc3h1,Rc3h1~~Gm551~~Kiaa2025,Roquin-1 ~~Roquin ~~Protein Sanroque~~RING finger and C3H zinc finger protein 1~~RING finger and CCCH-type zinc finger domain-containing protein 1,,,Q9WVS0,ICOS,MOUSE,Icos,Icos~~Ailim,Inducible T-cell costimulator ~~Activation-inducible lymphocyte immunomediatory molecule~~CD28 and CTLA-4-like protein~~CCLP~~CD28-related protein 1~~CRP-1~~CD antigen CD278,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2639,Q9CR50,ZN363,MOUSE,Rchy1,Rchy1~~Arnip~~Chimp~~Zfp363~~Znf363,RING finger and CHY zinc finger domain-containing protein 1 ~~Androgen receptor N-terminal-interacting protein~~CH-rich-interacting match with PLAG1~~E3 ubiquitin-protein ligase Pirh2~~RING-type E3 ubiquitin transferase RCHY1~~Zinc finger protein 363,,,P46414,CDN1B,MOUSE,Cdkn1b,Cdkn1b,Cyclin-dependent kinase inhibitor 1B ~~Cyclin-dependent kinase inhibitor p27~~p27Kip1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2640,Q6ZQM0,RFFL,MOUSE,Rffl,Rffl,E3 ubiquitin-protein ligase rififylin ~~RING finger and FYVE-like domain-containing protein 1~~Fring~~RING-type E3 ubiquitin transferase rififylin,,,Q6ZQM0,RFFL,MOUSE,Rffl,Rffl,E3 ubiquitin-protein ligase rififylin ~~RING finger and FYVE-like domain-containing protein 1~~Fring~~RING-type E3 ubiquitin transferase rififylin,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2641,Q6ZQM0,RFFL,MOUSE,Rffl,Rffl,E3 ubiquitin-protein ligase rififylin ~~RING finger and FYVE-like domain-containing protein 1~~Fring~~RING-type E3 ubiquitin transferase rififylin,,,P02340,P53,MOUSE,Tp53,Tp53~~P53~~Trp53,Cellular tumor antigen p53 ~~Tumor suppressor p53,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2642,Q8CIK8,RFWD3,MOUSE,Rfwd3,Rfwd3~~Rnf201,E3 ubiquitin-protein ligase RFWD3 ~~RING finger and WD repeat domain-containing protein 3~~RING finger protein 201,,,P02340,P53,MOUSE,Tp53,Tp53~~P53~~Trp53,Cellular tumor antigen p53 ~~Tumor suppressor p53,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2643,Q9WTV7,RNF12,MOUSE,Rlim,Rlim~~Rnf12,E3 ubiquitin-protein ligase RLIM ~~LIM domain-interacting RING finger protein~~RING finger LIM domain-binding protein~~R-LIM~~RING finger protein 12~~RING-type E3 ubiquitin transferase RLIM,,,P70288,HDAC2,MOUSE,Hdac2,Hdac2~~Yy1bp,Histone deacetylase 2 ~~HD2 ~~YY1 transcription factor-binding protein,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2644,Q9WTV7,RNF12,MOUSE,Rlim,Rlim~~Rnf12,E3 ubiquitin-protein ligase RLIM ~~LIM domain-interacting RING finger protein~~RING finger LIM domain-binding protein~~R-LIM~~RING finger protein 12~~RING-type E3 ubiquitin transferase RLIM,,,P70662,LDB1,MOUSE,Ldb1,Ldb1~~Nli,LIM domain-binding protein 1 ~~LDB-1~~Carboxyl-terminal LIM domain-binding protein 2~~CLIM-2~~LIM domain-binding factor CLIM2~~mLdb1~~Nuclear LIM interactor,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2645,Q9WTV7,RNF12,MOUSE,Rlim,Rlim~~Rnf12,E3 ubiquitin-protein ligase RLIM ~~LIM domain-interacting RING finger protein~~RING finger LIM domain-binding protein~~R-LIM~~RING finger protein 12~~RING-type E3 ubiquitin transferase RLIM,,,O55203,LDB2,MOUSE,Ldb2,Ldb2~~Clim1,LIM domain-binding protein 2 ~~LDB-2~~Carboxyl-terminal LIM domain-binding protein 1~~CLIM-1~~LIM domain-binding factor CLIM1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2646,Q9WTV7,RNF12,MOUSE,Rlim,Rlim~~Rnf12,E3 ubiquitin-protein ligase RLIM ~~LIM domain-interacting RING finger protein~~RING finger LIM domain-binding protein~~R-LIM~~RING finger protein 12~~RING-type E3 ubiquitin transferase RLIM,,,P53668,LIMK1,MOUSE,Limk1,Limk1~~Limk,LIM domain kinase 1 ~~LIMK-1 ~~KIZ-1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2647,Q9WTV7,RNF12,MOUSE,Rlim,Rlim~~Rnf12,E3 ubiquitin-protein ligase RLIM ~~LIM domain-interacting RING finger protein~~RING finger LIM domain-binding protein~~R-LIM~~RING finger protein 12~~RING-type E3 ubiquitin transferase RLIM,,,P70371,TERF1,MOUSE,Terf1,Terf1~~Trf1,Telomeric repeat-binding factor 1 ~~TTAGGG repeat-binding factor 1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2648,Q5XPI3,RN123,MOUSE,Rnf123,Rnf123~~Kpc1,E3 ubiquitin-protein ligase RNF123 ~~Kip1 ubiquitination-promoting complex protein 1~~RING finger protein 123~~RING-type E3 ubiquitin transferase RNF123,,,P46414,CDN1B,MOUSE,Cdkn1b,Cdkn1b,Cyclin-dependent kinase inhibitor 1B ~~Cyclin-dependent kinase inhibitor p27~~p27Kip1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2649,Q9D9R0,RN125,MOUSE,Rnf125,Rnf125,E3 ubiquitin-protein ligase RNF125 ~~RING finger protein 125,,,Q6Q899,DDX58,MOUSE,Ddx58,Ddx58,Antiviral innate immune response receptor RIG-I ~~DEAD box protein 58~~Probable ATP-dependent RNA helicase DDX58 ~~RIG-I-like receptor 1~~RLR-1~~Retinoic acid-inducible gene 1 protein~~RIG-1~~Retinoic acid-inducible gene I protein~~RIG-I,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2650,Q9CWS1,RN135,MOUSE,Rnf135,Rnf135,E3 ubiquitin-protein ligase RNF135 ~~RING finger protein 135~~RING-type E3 ubiquitin transferase RNF135,,,Q6Q899,DDX58,MOUSE,Ddx58,Ddx58,Antiviral innate immune response receptor RIG-I ~~DEAD box protein 58~~Probable ATP-dependent RNA helicase DDX58 ~~RIG-I-like receptor 1~~RLR-1~~Retinoic acid-inducible gene 1 protein~~RIG-1~~Retinoic acid-inducible gene I protein~~RIG-I,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2651,Q8BKD6,R144B,MOUSE,Rnf144b,Rnf144b~~Ibrdc2,E3 ubiquitin-protein ligase RNF144B ~~IBR domain-containing protein 2~~RING finger protein 144B,,,Q8BYR1,TYW4,MOUSE,Lcmt2,Lcmt2~~Kiaa0547~~Tyw4,tRNA wybutosine-synthesizing protein 4 ~~tRNA yW-synthesizing protein 4  ~~Leucine carboxyl methyltransferase 2~~p21WAF1/CIP1 promoter-interacting protein~~tRNAPhe~~7-3-amino-3-methoxycarbonylpropylwyosine37-N-methoxycarbonyltransferase~~tRNAPhe~~7-3-amino-3-carboxypropylwyosine37-O-methyltransferase,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2652,Q3U827,RN180,MOUSE,Rnf180,Rnf180~~Rines,E3 ubiquitin-protein ligase RNF180 ~~RING finger protein 180~~RING-type E3 ubiquitin transferase RNF180,,,Q62520,ZIC2,MOUSE,Zic2,Zic2,Zinc finger protein ZIC 2 ~~Zinc finger protein of the cerebellum 2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2653,Q8C432,RN182,MOUSE,Rnf182,Rnf182,E3 ubiquitin-protein ligase RNF182 ~~RING finger protein 182~~RING-type E3 ubiquitin transferase RNF182,,,P63082,VATL,MOUSE,Atp6v0c,Atp6v0c~~Atp6c~~Atp6l~~Atpl~~Mvp,V-type proton ATPase 16 kDa proteolipid subunit ~~V-ATPase 16 kDa proteolipid subunit~~PL16~~Vacuolar proton pump 16 kDa proteolipid subunit,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2654,P50636,RN19A,MOUSE,Rnf19a,Rnf19a~~Geg-154~~Rnf19~~Xybp,E3 ubiquitin-protein ligase RNF19A ~~Double ring-finger protein~~Dorfin~~Gametogenesis-expressed protein GEG-154~~RING finger protein 19A~~UBCM4-interacting protein 117~~UIP117~~XY body protein~~XYbp,,,Q9QY96,CASR,MOUSE,Casr,Casr~~Gprc2a,Extracellular calcium-sensing receptor ~~CaSR~~Parathyroid cell calcium-sensing receptor~~PCaR1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2655,P50636,RN19A,MOUSE,Rnf19a,Rnf19a~~Geg-154~~Rnf19~~Xybp,E3 ubiquitin-protein ligase RNF19A ~~Double ring-finger protein~~Dorfin~~Gametogenesis-expressed protein GEG-154~~RING finger protein 19A~~UBCM4-interacting protein 117~~UIP117~~XY body protein~~XYbp,,,P08228,SODC,MOUSE,Sod1,Sod1,Superoxide dismutase [Cu-Zn] ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2656,A2A7Q9,RN19B,MOUSE,Rnf19b,Rnf19b~~Ibrdc3~~Nklam,E3 ubiquitin-protein ligase RNF19B ~~IBR domain-containing protein 3~~Natural killer lytic-associated molecule~~RING finger protein 19B,,,Q91YL3,UCKL1,MOUSE,Uckl1,Uckl1~~Urkl1,Uridine-cytidine kinase-like 1 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2657,Q9CQJ4,RING2,MOUSE,Rnf2,Rnf2~~DinG~~Ring1b,E3 ubiquitin-protein ligase RING2 ~~RING finger protein 1B~~RING1b~~RING finger protein 2~~RING-type E3 ubiquitin transferase RING2,,,Q9CQJ4,RING2,MOUSE,Rnf2,Rnf2~~DinG~~Ring1b,E3 ubiquitin-protein ligase RING2 ~~RING finger protein 1B~~RING1b~~RING finger protein 2~~RING-type E3 ubiquitin transferase RING2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2658,Q9CQJ4,RING2,MOUSE,Rnf2,Rnf2~~DinG~~Ring1b,E3 ubiquitin-protein ligase RING2 ~~RING finger protein 1B~~RING1b~~RING finger protein 2~~RING-type E3 ubiquitin transferase RING2,,,Q8CCI5,RYBP,MOUSE,Rybp,Rybp~~Dedaf,RING1 and YY1-binding protein ~~Death effector domain-associated factor~~DED-associated factor,Mus musculus (Mouse),Mus musculus (Mouse),22199232
